X02152_at,M14328_s_at,J03909_at,X56494_at,L17131_rna1_at,M57710_at,HG1980-HT2023_at,M63138_at,HG417-HT417_s_at,HG2279-HT2375_at,D82348_at,M22382_at,M20471_at,J04173_at,U28386_at,X62078_at,X12447_at,L33842_rna1_at,L02426_at,X17620_at,D79997_at,D55716_at,X16396_at,V00594_s_at,X17567_s_at,HG4074-HT4344_at,X67951_at,L19686_rna1_at,M25753_at,X15183_at,U29680_at,J02783_at,D43950_at,U14518_at,U12595_at,J04988_at,D45248_at,D13633_at,L25876_at,X74801_at,U40369_rna1_at,X01060_at,U53347_at,X69433_at,D25328_at,Z21966_at,X03689_s_at,U81375_at,X59834_at,M16591_s_at,M19645_at,U09587_at,L19437_at,X16983_at,U24577_at,M63835_at,X14850_at,M75715_s_at,X76534_at,J03077_s_at,M86699_at,Z50115_s_at,D38048_at,HG4716-HT5158_at,U59309_at,M13792_at,M22760_at,D31887_at,U78525_at,X52851_rna1_at,X59543_at,M15205_at,K03515_at,U23143_at,M12529_at,D38553_at,U24169_at,U86602_at,M94856_at,X70649_at,M95623_cds1_at,D31890_at,M29536_at,Z11793_at,X67155_at,U79254_at,D14657_at,J04611_at,J02645_at,D26599_at,AB002409_at,M31642_at,U22055_at,U62293_rna1_s_at,D38073_at,L06419_at,D84557_at,K03430_at,U51478_at,M60858_rna1_at,class
-0.014,0.6475,0.2789,-0.5779,0.6937,-0.7618,0.3675,-0.825,-0.2299,0.0587,0.7504,0.9673,0.3166,0.1327,-0.0253,0.7568,0.7881,1.9533,-0.1947,0.1329,-0.4885,-0.3673,-0.4761,-0.7883,0.7208,0.0512,-0.3791,0.8865,-0.2814,-0.016,-1.0238,-0.2577,0.3023,-0.7292,0.0475,1.0308,0.6025,-0.3474,0.1254,1.8722,-0.7313,-0.6119,0.0864,0.1556,0.2341,0.3487,0.0001,-1.0534,-0.5749,-0.6938,-0.0812,0.2536,0.0377,0.4097,-0.5432,-0.2625,-0.4867,-0.4981,-0.5619,0.0073,-0.3163,0.472,0.7518,0.3026,0.7732,-0.4916,-0.2732,0.0493,1.3138,0.9901,-0.1502,0.0214,0.1573,0.0329,-0.0737,0.8412,1.1277,-0.2635,0.6453,0.7598,-0.0884,-0.0917,-0.4873,0.2928,-0.0392,-0.0653,-0.6057,0.7563,-0.0026,0.0699,-0.2785,-0.3536,-0.1377,-0.6068,-0.1513,-0.9411,0.3662,0.1153,-0.0881,1.096,DLBCL
0.1614,-0.013,1.3804,-0.055,-0.1719,0.8749,-0.4892,1.2397,1.4338,0.5371,0.9241,0.0663,-0.3258,0.1855,0.0927,0.389,0.4043,-0.0083,-0.1947,-0.1558,-0.32,-0.2446,0.0653,0.056,0.2583,-0.3072,0.2195,-0.1386,0.1317,-0.2662,-0.8399,0.6921,0.2938,-0.1279,0.5966,0.4077,0.139,-0.6462,-0.3791,0.1916,0.7711,-0.4364,1.6613,-0.2768,0.1114,0.2093,0.2771,0.4277,1.2657,0.158,0.1367,0.2329,0.1305,-0.0193,0.505,0.6646,-0.2135,-0.3975,0.5004,1.2439,-0.1128,-0.0042,-0.3314,-0.0644,0.7619,-0.0177,0.0553,0.8966,-0.1878,0.5057,-0.2531,-0.4219,1.0119,0.3713,1.8708,0.435,0.9509,0.1232,-0.2025,0.916,0.464,0.4888,1.1384,0.1866,-0.3429,0.1162,-0.7242,0.7399,0.1293,1.0472,-0.3418,-0.5309,0.4696,-0.4176,-0.1809,-0.0987,0.2705,2.3178,0.527,0.2036,DLBCL
-1.164,-1.7172,-0.9714,-1.3491,-1.4392,-0.6227,-0.8116,-0.7014,-0.7067,-1.0727,-1.1194,-1.1828,-0.9507,-1.2543,-0.9603,-0.7664,-1.6771,-0.5777,-0.8498,-0.9317,-0.7599,-0.5834,-0.8316,-0.1949,-1.2388,-0.7809,-0.9101,-1.1509,-1.0307,-0.7841,-0.5881,-0.928,-1.2304,-0.6484,-0.8223,-1.6965,-0.6178,-1.106,-0.2692,-1.3353,-0.6708,-0.7706,-1.0191,-0.6451,-0.95,-1.3701,1.2306,0.047,-0.7783,-0.6797,-0.8491,-0.8167,-1.2658,0.7475,-0.4459,-0.2936,-0.799,-0.8437,-0.447,-0.864,-0.6846,-0.9411,-0.8079,-0.7134,-0.8653,-0.7975,-0.8307,-0.5034,-0.875,-0.8626,-0.7752,-1.1789,-1.0787,-1.1099,-0.7864,-0.3195,-0.8032,-0.8269,-0.9017,-1.1408,-0.0776,-1.0651,-0.8563,0.5769,-0.3483,-1.1411,-0.7867,-0.9732,-1.0139,-0.7345,-0.6101,-0.7031,-0.756,-0.7636,-1.0208,-2.1003,-0.4353,-0.578,-0.9872,-1.3573,DLBCL
-0.3465,-1.1343,-0.5159,-0.4197,-0.7957,-0.9224,-0.1828,-0.3924,-0.6846,-0.4857,-0.287,-1.0728,-0.6312,-0.9977,-0.4916,-0.8472,-0.2376,0.5052,-1.2167,-0.3791,-0.9634,-0.5454,-0.6886,-0.2358,-0.6851,-0.6961,-0.0683,0.7819,-0.4429,-0.5105,1.1144,-0.7623,-0.8451,-0.5928,-0.6735,-1.2811,-0.8475,-0.1175,-0.5661,-0.296,-0.9241,-0.6215,-1.3693,0.675,-1.337,0.0633,-1.6446,-0.4688,-0.985,-1.1775,-0.7844,-0.8717,-0.7212,-0.8043,-0.8525,-0.6431,-0.4593,-0.8787,-0.7534,-1.1428,-0.8929,-0.6222,-1.1474,-0.8566,-0.9879,-0.3677,-0.865,-0.4976,-0.5886,-1.2807,-0.7328,-0.1681,-0.6776,-0.8273,-0.9167,-2.4764,-0.4468,-0.4767,-0.8225,-1.1117,-0.3753,-1.0935,-1.5156,-0.954,-0.8039,-1.0871,-0.7816,-0.6004,-0.9139,-0.4349,-0.605,-1.0039,-0.8389,-0.9461,-0.8129,0.521,-0.8529,-0.6022,-1.3228,-1.1266,DLBCL
0.0493,-0.2303,0.1565,-0.381,-0.0337,-0.7813,0.2091,-0.4409,-0.1489,-0.2415,-0.8091,-0.4725,-0.6212,-1.0371,-0.0854,-0.3037,0.5265,0.5924,-0.5598,0.329,-0.7887,-0.571,-0.8582,-0.825,-0.4735,-0.5643,-0.6152,0.0897,-0.0748,0.2014,-1.0797,-0.7689,-0.0333,-0.6939,-0.0929,-0.4423,-1.07,-0.4853,0.5922,0.232,-0.5393,-0.5749,-0.29,0.0026,0.4257,-0.0296,0.3534,-1.5471,-0.7501,-0.7953,-0.6197,-0.3779,-0.751,-0.6308,-0.5824,-0.2841,-0.6534,-0.8393,-0.3296,0.5619,-0.4908,-0.208,-0.134,-0.0763,-0.2957,-0.9324,0.126,-0.3763,-0.2301,0.6571,-0.43,-0.1238,0.0438,-0.392,-0.2803,-0.1599,0.259,-0.5963,0.1539,-0.1378,-0.569,-0.6269,-0.9583,-0.6804,-0.0392,-0.74,-0.1578,-0.689,-0.2894,-0.2182,-0.5351,-0.651,-0.073,-0.1513,-0.7053,-1.0995,-0.9318,0.0295,-0.733,-1.0978,DLBCL
-1.2779,-1.3769,-1.1925,-1.0335,-1.2768,-1.0933,-1.0922,-0.923,-1.1105,-1.1433,-1.0858,-1.3695,-1.1658,-1.1137,-1.0981,-1.1599,-1.3935,-0.9846,-1.1905,-1.0595,-0.7414,-0.6762,-1.045,-0.9259,-1.1628,-0.9163,-1.3151,-1.1941,-1.1287,-1.3778,-0.9211,-0.9918,-1.2656,-0.8354,-0.7971,-1.6655,-1.2448,-0.742,-1.0462,-1.2553,-0.9968,-0.7899,-0.9428,-1.0726,-0.8178,-0.1756,0.4793,-0.3485,-0.9969,-0.8661,-0.8757,-0.9558,-1.3475,-0.7221,-0.9133,-0.6188,-0.7896,-0.7912,-0.8972,-1.4677,-0.607,-0.8193,-1.3554,-1.0073,-1.1467,-0.8426,-1.0293,-0.5592,-1.127,-1.9991,-0.8878,-0.8154,-0.7051,-0.5962,-1.0631,-1.0594,-1.0656,-0.8443,-1.084,-1.0645,0.2847,-1.1376,-1.3845,0.3886,-0.587,-1.0384,-0.9365,-1.1452,-1.0588,-1.1845,0.3206,-0.8997,-0.9117,-1.015,-0.9026,0.0397,-0.714,-0.6498,-1.1659,-1.38,DLBCL
0.4204,0.7616,-0.2436,-0.1471,0.8659,0.0728,-0.0576,0.2472,0.9962,0.5672,0.0569,1.0453,-0.2906,0.0727,-0.0482,0.8406,0.2787,0.5373,-0.3158,1.0464,-0.1658,0.087,-0.0101,0.2406,0.1466,-0.2768,0.8344,0.7628,0.4521,0.0778,-0.0582,-0.5649,1.7053,0.0844,0.5882,0.757,-0.608,0.4496,0.9636,0.8668,0.3332,0.6276,-0.1804,-1.1368,-0.2698,1.1318,0.4663,-0.0857,-0.2973,-0.196,-0.2415,-0.243,0.0741,-0.6947,0.3415,-0.1424,-0.637,0.3113,1.7687,0.4794,-0.1564,-0.2478,0.6149,-0.1778,-0.1845,0.4696,0.1395,-0.5901,-0.0008,0.8453,-0.109,0.3406,0.177,0.0309,-0.1343,-0.2179,0.6568,0.5254,0.7616,0.4436,-0.1995,0.3195,-0.2529,-0.0649,-0.446,-0.1866,0.6179,-0.0359,-0.1417,0.5941,-0.5952,-0.083,-0.2996,-0.5879,-0.0996,-0.195,0.3136,-0.1667,0.1508,0.6589,DLBCL
1.6888,0.8997,1.3755,1.319,1.0002,1.5855,0.4721,0.3643,0.9905,1.2533,0.6104,0.9235,0.413,2.0956,2.2027,0.5108,0.7688,0.2503,2.154,1.6575,3.6721,1.2664,4.3735,-0.4288,1.4926,1.2722,2.9604,1.3062,2.4961,1.671,3.631,1.0631,2.0288,2.5606,0.6155,0.938,0.7234,4.1469,2.1609,1.0991,2.619,0.7138,0.9203,1.4816,0.2954,0.6208,0.4986,3.5004,0.9796,-0.1134,2.5584,1.5448,0.4961,-0.3479,0.3645,-0.0534,1.4884,1.7594,0.6903,0.2593,3.5215,1.5086,0.9321,1.1933,1.075,0.436,1.7593,1.1547,0.5877,1.0287,0.9302,3.1314,1.5664,2.4981,-0.002,1.7601,0.636,1.8725,3.1556,1.5738,0.629,1.2625,1.7443,0.679,3.497,0.8201,3.5195,0.9086,1.5259,2.4726,-0.5842,1.8225,0.4136,0.6663,1.4421,1.3574,4.4517,-0.2146,1.442,1.2548,DLBCL
1.0674,0.984,0.0238,0.3132,0.4106,-0.0598,-0.5671,0.2783,1.0583,0.716,-0.3519,-0.4142,-0.6337,0.4872,-0.395,-0.1556,0.6052,-0.5956,-0.3862,0.231,-0.5769,-0.5615,0.9734,1.7136,-0.337,-0.3671,0.183,0.1281,0.2349,0.1164,0.8826,-0.3941,0.1145,0.0591,-0.5645,0.5007,-0.0908,-0.152,0.2623,-0.0151,0.3405,0.3122,0.6654,-0.0172,-0.5208,-0.9122,0.2947,0.0814,0.2788,0.4411,-0.2494,-0.3149,-0.1457,-0.8682,-0.1137,0.2678,-0.4796,0.0138,-0.0853,0.3383,-0.4617,0.3701,-0.0603,-0.6463,-0.1504,-0.0139,-0.2894,0.8369,-0.4892,1.1721,0.0654,-0.157,-0.4253,-0.1135,-0.3103,-0.1163,-0.0421,0.626,0.5764,0.0839,-0.2139,0.4256,-0.0283,-0.7415,-0.267,-0.361,0.4645,-0.435,-0.3996,0.7817,-0.552,-0.5939,-0.414,-0.7798,0.3584,-0.7766,-0.0892,-0.0872,0.5865,-0.287,DLBCL
2.0189,0.4703,1.5542,1.7554,1.3178,-0.2505,2.3353,-0.2433,-0.4858,2.3841,1.4473,1.5385,2.0132,2.0237,1.9612,0.4441,0.6258,2.089,3.3469,2.5368,3.0061,3.4155,0.9802,-0.6534,2.4985,4.1904,1.0383,1.9392,2.7106,1.0053,0.7629,1.3863,2.505,1.5752,3.6671,2.188,1.0222,1.6182,2.7474,3.1572,-0.1088,0.3563,1.3492,1.3345,2.263,-1.2374,-2.0958,2.8029,-0.0539,-0.4296,2.1816,4.5886,1.7587,-0.1562,-0.188,-0.8388,2.0669,3.5795,-0.248,-0.0836,0.8418,2.729,1.5889,2.3406,3.3377,1.9672,2.5821,-0.0066,3.8969,1.4601,5.4417,1.5387,1.0686,0.1959,-0.2264,0.9138,2.2396,3.6669,1.5281,1.9808,1.9417,1.0319,0.7912,0.1918,2.1194,1.7888,1.7754,2.6322,0.3364,1.745,-0.33,3.2651,3.1508,4.1804,4.4326,0.3947,2.6677,-0.5433,2.1436,2.6012,DLBCL
0.842,0.7811,1.9975,1.4449,0.1248,1.4724,0.7022,1.5947,1.7803,0.9371,-0.1463,0.1584,0.3947,0.6957,0.6018,2.7059,1.4262,0.2369,0.4153,-0.622,-0.135,0.298,0.372,1.4487,0.4834,-0.3266,1.922,0.2891,0.2588,0.1517,0.3262,1.4096,0.0612,0.2714,-0.2333,0.1353,0.7733,-0.2784,0.1792,-0.4771,0.5472,2.3986,1.3087,0.7381,0.6786,-0.023,0.4958,1.3758,2.672,1.8427,0.5429,0.2616,2.1432,1.1308,1.5747,1.5945,0.5044,0.3769,3.1211,1.0797,0.0277,0.297,0.1042,0.4324,0.4487,0.4994,0.4801,3.6967,0.1603,0.696,-0.0327,0.2774,0.9658,-0.2971,1.9679,0.0965,0.8349,0.3936,0.1037,0.4182,-0.777,0.5791,0.495,0.296,0.5249,0.3916,-0.1179,0.3093,0.3104,0.6367,-0.451,0.1531,0.6138,0.7515,0.0334,1.3333,0.362,1.8066,1.4014,0.05,DLBCL
-0.4399,-0.3272,-0.4921,-0.5118,0.5392,-1.0328,0.3589,-0.6271,-0.7005,0.2711,0.7208,0.2634,1.4941,-0.4069,0.3508,-0.7535,-1.0371,-0.9585,-0.0663,-0.3333,0.1199,-0.1642,-0.9884,0.8877,0.2094,0.1802,-0.5083,-0.2314,-0.3714,-1.1648,-0.6031,0.3777,-0.2781,-0.0318,-0.3675,-0.995,0.5691,1.4649,-0.7359,-0.9494,-0.0336,-0.7559,-1.0882,-0.8031,-0.2947,-0.242,-1.9407,0.6905,-0.2238,-0.8802,-0.829,0.0739,-0.8748,-1.0325,-1.0078,0.1734,-0.233,-1.2856,-0.8968,-0.8598,-0.6022,0.0977,0.016,-1.0118,-0.0234,0.6242,-0.2874,0.4056,0.1207,-0.6801,-0.453,0.5722,-0.0804,-0.359,-0.4454,-0.9965,-1.1582,0.5722,-0.6835,-0.9155,-0.9456,-0.0898,-0.5358,-1.0224,-0.8907,-0.0786,-0.8289,-0.3444,-0.6748,-0.4508,-0.387,-0.6342,-0.2038,-0.5311,-0.2484,0.9342,-0.1176,0.4315,-0.972,-0.0508,DLBCL
-0.3178,0.7607,1.3672,-0.0483,-0.5668,1.6805,-0.5514,2.6345,2.1948,-0.1263,-0.546,-0.4047,-0.2424,-0.0661,-0.315,1.5175,1.4206,-0.5792,-0.0175,-0.9717,-0.729,-0.0503,-0.3382,1.7263,-0.3129,-0.4805,1.2248,-0.0266,-0.8321,-0.4089,-0.1878,0.5069,-0.9324,-0.9516,-0.0908,-0.0058,0.2172,-0.9987,-0.6687,-0.3306,0.9541,-0.299,0.4748,-0.1504,0.4889,-0.169,0.4157,0.2459,1.7763,0.9885,0.7874,-0.4189,0.9601,0.0811,1.3559,3.0008,-0.4475,-0.6818,2.198,1.713,-0.83,-0.1127,0.0332,-0.3807,-0.357,-0.4278,0.2546,-0.4456,-0.3937,-1.1338,-0.3743,-0.7733,-0.1747,-0.5055,1.9778,-0.5516,0.1195,-0.364,0.0184,-0.1015,-0.5295,0.738,-0.0283,0.9189,-0.2832,-0.1415,-0.8645,0.098,0.2669,-0.3777,0.9579,-0.5224,-0.3369,-0.0405,-0.4172,0.4689,-0.368,3.1371,0.3389,-1.0514,DLBCL
0.4362,0.7629,-0.3936,0.3097,1.3592,-0.1719,1.8518,-0.2672,-0.1591,0.2848,2.048,1.1598,0.6688,-0.1711,0.681,0.2146,0.7604,-0.3183,0.6828,0.3426,0.4118,1.0991,0.7404,-0.5897,0.4626,0.8953,0.1369,0.6752,1.1828,0.4658,-0.2192,0.4725,0.3653,1.3528,1.5398,-0.1561,1.1933,0.1392,-0.0493,0.1974,0.3079,-0.4699,1.2753,2.7602,1.6576,-0.587,-1.4332,-0.3141,0.0354,-0.6514,0.9068,1.1066,0.4851,-0.9412,0.2983,0.2368,1.2864,1.3526,-0.3432,0.1625,1.2004,0.5827,1.3151,0.8218,0.7846,-0.5108,2.067,-0.2627,1.9958,0.9101,1.8155,0.5711,-0.3439,1.4749,-0.4692,1.0637,0.9509,0.6346,-0.4186,1.8827,0.421,2.2847,0.4391,-0.4416,0.9805,0.5217,0.3089,1.7901,0.4538,-0.1701,-0.1355,0.1472,0.1641,0.6663,0.5388,1.0124,0.6387,0.0654,0.2096,1.1777,DLBCL
0.0628,1.1128,0.5451,1.505,0.7609,0.0666,3.0831,-0.1594,-0.1534,0.9269,3.0393,2.7347,1.8397,1.5676,1.3017,-0.2505,1.0643,2.6956,1.5784,3.9901,0.5414,1.4497,1.4094,-0.0065,3.3077,2.2388,1.4087,0.5779,0.5315,1.3098,1.7151,2.2979,1.2522,1.4185,0.7308,2.2505,2.1624,0.8787,0.167,2.269,1.1746,-0.0144,2.3379,0.903,1.3721,-0.1756,-1.218,0.6266,0.9068,3.2183,1.5553,2.6893,-0.0717,-0.9321,0.0781,0.6741,3.8416,0.8101,-0.3699,0.616,2.0242,3.265,1.7363,1.6946,2.0532,0.7635,1.0437,0.0917,3.8079,0.901,0.6613,1.6507,3.1463,0.0536,0.0216,0.8074,0.8239,3.159,1.1325,1.8609,2.1354,2.5522,2.633,-0.2764,0.3188,3.4251,0.4841,2.493,1.8635,1.678,0.2723,2.414,2.0736,0.8326,1.2046,-0.4457,2.1818,0.7722,2.3077,2.7635,DLBCL
-0.9702,-0.2671,0.8457,0.0171,-0.7427,-0.1068,-0.4007,1.3611,0.8918,-0.6313,-0.4447,-0.9758,0.1833,-0.8398,-0.5169,1.9134,0.2771,-0.524,-0.5706,-0.4986,-0.2069,-0.441,-0.5481,2.0697,-0.2666,-0.5947,-0.4205,-1.4679,-1.0254,-0.8117,-0.6948,-0.2449,-0.6501,-0.4614,-1.2708,-0.1024,0.0001,0.0205,-0.5539,-0.7709,0.4386,-0.2665,-0.159,-0.9433,-1.5458,-2.6509,-1.7876,0.5701,0.0452,0.165,-0.688,-0.1024,0.1979,-1.5071,0.74,0.4001,-0.5791,-0.9706,0.1907,2.1011,0.8031,-0.115,-0.4959,-1.1103,0.4237,-0.5603,-0.5297,-0.0277,-0.6626,0.2645,-0.9157,-1.2078,-0.3461,-0.262,1.4003,-0.7354,-1.201,-1.0471,-0.7475,-0.483,-0.7053,0.0183,-0.5261,-0.7888,1.1866,-0.6612,-0.6748,-0.8564,-0.656,-0.4063,-0.2483,-0.3704,-0.3719,0.3947,-0.5892,0.0216,0.1916,1.3097,-0.5609,-0.6272,DLBCL
-0.3607,-0.4092,-0.5896,-0.7518,0.2366,-0.6064,-0.9205,-0.3429,-0.2326,-0.4291,-0.3189,0.0366,-1.0497,-0.5413,-0.6492,-0.6703,-0.9491,0.1616,-0.5498,0.131,-0.4639,-0.3249,-0.4007,-0.2196,-0.6008,-0.5431,-0.697,0.4537,-0.5303,-1.0796,-0.6549,-0.729,0.3023,0.0642,0.1838,0.1784,-0.5477,-0.2018,-0.2289,-0.2653,-0.8228,-0.7174,-0.4568,-0.7182,0.0808,-0.2287,0.7336,-0.6874,-0.6392,-0.7599,-0.8002,-0.575,-0.582,1.0669,-0.5932,-0.1667,-0.3951,-0.6118,-0.4626,-0.3493,-0.2145,-0.3586,-0.775,-0.3702,0.0107,-0.0009,-0.3621,-0.4456,-0.5477,0.1106,-0.6649,-0.6325,-1.0591,0.0804,-0.1607,-0.184,0.2617,-0.6431,-0.5611,-0.1523,-0.2282,-0.2512,-0.276,-0.2164,-0.6195,-0.7745,-0.4966,-0.7494,-0.104,-0.2772,-0.5107,-0.667,-0.5338,-0.4122,-0.5133,-0.4958,-0.7971,1.0624,-0.2414,-0.7799,DLBCL
-0.2726,0.2931,0.1984,0.1008,0.2513,0.5318,-0.714,1.2411,1.019,-0.2404,0.0125,1.0513,-0.4139,-0.2749,-0.1504,0.725,0.2286,1.7081,0.3593,-0.0109,-0.655,-0.2979,-0.6869,1.4334,-0.1929,-0.451,0.0378,-0.4389,0.0708,0.3994,-0.3673,-0.0276,0.6512,-0.4513,0.2634,0.5992,-0.4322,-0.6309,-0.5111,0.104,0.4075,0.3492,0.1627,-0.1297,-0.0208,0.1363,0.2885,0.1673,0.2394,2.2155,0.9916,0.2216,0.3437,0.1633,0.4982,-0.0601,-0.4859,-0.1175,0.8951,0.8234,-0.6604,0.2771,-0.3301,-0.4762,-0.3388,0.8518,0.0358,0.1148,0.2928,0.5771,-0.4615,-0.7877,0.459,0.4249,-0.0244,-0.1163,0.0711,-0.1022,-0.2287,-0.1741,-0.8738,0.0941,-0.276,-0.8151,-0.7659,-0.2353,-0.5105,-0.3746,-1.2906,-0.055,-0.6274,0.4135,1.5511,0.8083,-0.336,0.5531,-0.6099,0.9711,0.0862,0.4732,DLBCL
0.656,0.6294,0.9525,0.8854,1.7483,-0.2326,-0.222,1.0519,0.9834,0.601,0.2813,0.92,0.1697,0.3766,0.4886,0.0231,1.6573,1.9861,0.5093,0.5719,0.3193,0.049,0.2195,-0.0323,-0.4537,0.2346,0.6292,0.5165,0.558,0.932,-0.6046,1.1496,0.9493,0.1652,2.2775,1.0054,-0.2984,0.8864,-0.1116,1.9733,0.1004,2.9002,1.1562,-0.3114,1.125,0.1031,0.3859,0.5628,1.2907,1.0947,0.7953,0.4323,0.8861,0.8296,0.7359,-0.2288,0.2304,1.6807,1.475,1.0592,1.1229,0.9482,0.4399,2.3302,0.3352,-0.1795,0.4014,0.783,1.295,1.2674,0.2882,-0.5427,0.9888,0.2681,1.0877,1.0008,1.6443,0.5895,0.9652,1.3594,0.2739,0.3794,0.8046,-0.8814,1.0618,0.9627,0.924,0.5377,-0.5198,-0.4879,-0.6172,-0.0276,0.8111,0.2568,-0.0986,0.7336,-0.1092,-0.5732,1.1421,1.1754,DLBCL
0.8577,-0.0465,-0.0374,0.1692,-0.4218,1.0642,-0.5226,-0.3211,-0.3995,0.1296,-0.4988,-0.2829,-0.7276,0.3037,-0.224,-0.6042,-0.5103,-0.8475,-0.1188,-0.1241,-0.3344,-0.7682,0.2975,0.134,-0.2508,-0.2317,0.3703,0.612,0.0973,-0.0865,1.8966,-0.6918,-0.5192,0.5443,-0.5267,-0.6645,-0.7658,0.9592,0.3551,-0.5955,-0.05,0.2143,-0.6736,-0.1524,0.0118,0.2425,0.5642,-0.4836,-0.3623,-0.2314,-0.6952,-0.5515,-0.2539,-0.6308,-0.4851,-0.4029,-0.0874,-0.6862,-0.4037,-0.7909,-0.5974,-0.1814,-0.5789,-0.5597,-0.5884,0.4879,-0.216,-0.4976,-0.6425,0.0372,-0.2689,-0.4286,-0.259,-0.6911,-0.0715,-0.4645,-0.3529,-0.6431,0.4216,-1.0027,-0.4685,-0.706,-0.0186,-1.0529,-0.3104,-0.8622,0.8004,-0.8445,-0.5227,-0.1579,-0.6246,-0.1334,-0.8183,-0.6055,-0.6399,0.144,-0.9002,-0.5155,-0.6917,-0.6788,DLBCL
-0.4772,0.7233,0.0221,0.5437,0.7587,0.2809,0.8008,1.3742,0.7021,-0.8069,0.8045,0.1976,0.7093,0.199,-0.0387,0.7078,0.3583,3.5229,-0.1106,0.6967,0.4098,0.1797,-0.2234,0.809,0.5085,0.3654,0.6414,1.2932,-0.3264,-0.4314,-0.2247,1.3736,-0.1097,-0.3148,0.3535,0.043,0.3384,-0.6999,-0.8251,0.6415,0.6167,-0.4425,-0.0422,0.0243,1.2055,-0.0362,-1.814,-0.7685,0.1896,0.6157,0.2345,0.9627,0.1636,-0.8864,1.988,1.029,1.4,0.2063,-0.1838,1.2542,0.4978,1.0124,0.5215,0.4324,0.5395,-0.4153,0.6067,-0.4321,0.7286,-0.0894,0.7921,-0.5716,-0.1961,-0.7427,1.1002,-0.0583,0.0697,1.9904,-0.0904,0.4872,1.7875,0.9686,-0.7252,-0.4837,-0.1151,0.875,-0.541,0.8114,0.0278,-0.2717,-0.4742,0.2648,1.1933,0.5596,0.4734,0.866,0.8206,0.7004,0.6446,0.5613,DLBCL
1.3163,-0.2214,-0.0098,-0.3258,-0.6076,-0.1268,-0.6224,-0.6219,-0.3605,0.309,-0.0666,-0.3447,-0.6337,-0.6873,-0.8122,-0.0167,-0.2239,-0.4309,-0.6935,-0.2479,-0.8442,-0.6075,0.0833,-0.7676,-0.5509,-0.5348,-0.4395,0.2848,-0.5223,-0.6355,0.5585,-0.7689,-0.4998,-0.6888,-0.6169,-1.2927,-0.4698,-0.7382,-0.0248,-0.28,-0.9723,-0.2513,-0.6593,0.5496,-0.4921,-1.4498,0.4113,0.408,-0.5277,-0.1724,-0.4932,-0.9051,-0.0374,0.0081,-0.2582,-0.1276,-0.821,-0.765,-0.2443,-0.2694,-0.3018,-0.0795,-0.6499,-0.3225,-0.189,0.0236,-0.2301,-0.2627,-0.5795,-0.9646,-0.2858,-0.9406,-0.4939,0.1588,-0.4612,-0.2179,-0.3557,-0.6223,-0.8225,-0.3667,-0.9061,-0.6934,-0.7665,-1.0498,-0.1314,-0.9383,-0.6908,-0.5794,0.1365,-0.4252,-0.5351,-0.4678,-0.4365,-0.5257,-0.8763,-0.7345,-0.7445,-0.5622,-0.9647,-0.6885,DLBCL
1.9864,0.8597,1.1007,1.6184,1.1938,0.8497,1.2307,-0.2498,1.0514,2.2094,0.5272,1.8909,1.7516,2.4986,4.6246,2.0266,1.1221,1.2997,1.7437,2.9113,1.6966,4.798,2.7775,0.6852,3.1953,1.5541,2.5935,1.499,3.2984,1.9426,-0.0273,1.0924,4.0486,1.181,1.982,1.5754,2.3921,0.6067,3.153,2.1135,1.8707,1.2519,3.0074,4.4663,-0.1779,-0.952,0.7097,0.5235,0.5065,0.4435,4.6011,1.6069,3.9128,2.0619,2.3824,-0.3098,1.263,1.7901,2.0703,0.5011,2.0242,-0.1216,1.4533,2.2541,2.6069,0.6146,4.8988,0.4056,2.7297,1.9267,1.8906,3.1669,3.4508,2.3165,1.774,2.2728,4.6636,2.2106,2.0367,0.7016,1.5974,4.4541,3.0094,2.8539,2.1411,2.5219,1.4344,1.7408,2.1417,4.8869,0.6373,2.1418,4.8525,1.28,0.7762,0.2523,1.9661,0.0253,2.0187,1.667,DLBCL
-0.325,-0.389,-1.0804,-0.164,-0.2592,-0.6875,-0.3533,-0.9499,-0.6471,-1.3884,-0.0552,-0.2884,-0.6226,-0.5907,0.1046,-0.4702,-0.2848,0.8577,-0.6339,-0.3899,0.0233,0.6098,0.0422,-0.5964,-0.5145,0.3295,-0.6729,-1.1928,0.1767,-0.3007,-0.3418,-0.5693,0.547,-0.4008,-0.0279,0.6893,-0.4928,-0.2669,0.1707,-0.2915,-0.8048,-0.3705,-0.5568,-0.1119,-0.3618,0.1761,0.8963,-0.292,-0.9988,0.5072,-0.4414,-0.3337,0.1968,-0.4118,-0.7296,-0.5851,0.1944,-0.2487,-0.5261,-0.8527,-0.1855,-2.4517,-0.5196,-0.609,-0.0347,0.3529,0.0035,-0.6536,-0.2866,0.2281,-0.1538,0.3661,-0.2264,0.5322,-1.0367,0.4495,-0.0021,-0.6709,-1.0538,-0.374,0.2273,0.0308,-0.1279,-0.2838,0.1669,1.2903,0.0843,0.434,0.0467,0.4145,-0.3622,-0.2233,0.0204,-0.3446,-0.0152,-0.213,0.9048,-0.7189,-0.797,0.1757,DLBCL
