34255_at,856_at,33812_at,36499_at,1220_g_at,40077_at,40096_at,37318_at,38635_at,33818_at,38027_at,966_at,37796_at,40991_at,33357_at,38647_at,39458_s_at,37557_at,35560_at,843_at,1614_s_at,31957_r_at,33322_i_at,37632_s_at,41775_at,36988_at,1555_f_at,967_g_at,41633_at,33182_at,404_at,31813_at,35227_at,1138_at,38010_at,41413_at,31788_at,40765_at,36080_at,35492_at,40514_at,41060_at,38721_at,35370_at,40807_at,38622_at,41589_at,37139_at,812_at,39923_at,33147_at,39274_at,AFFX-HSAC07/X00351_M_st,868_at,33149_at,320_at,40698_at,36530_g_at,1668_s_at,31791_at,40618_at,38012_at,32564_at,34233_i_at,39161_at,38702_at,39722_at,32536_at,32706_at,39361_f_at,36696_at,40939_at,628_at,33134_at,452_at,31860_at,37250_at,32402_s_at,1895_at,39076_s_at,36788_at,34859_at,1166_at,1478_at,953_g_at,38118_at,38918_at,39670_at,39674_r_at,993_at,31915_at,283_at,39644_at,37040_at,1119_at,37331_g_at,970_r_at,38772_at,844_at,37873_g_at,class
0.061,-1.2,-1.052,-1.9355,-1.168,-1.4249,1.1001,-1.2704,3.0004,-0.9653,0.9748,-0.9344,-1.386,-0.4796,1.0205,-1.3677,0.4641,-1.7739,0.5254,-0.3053,-0.5552,-0.0975,-1.0856,-0.0917,-1.4613,-1.3233,-0.3865,-1.1867,-0.9182,-0.7027,-1.1557,0.4823,-0.6898,-1.6102,-0.5369,-1.9535,-2.0002,-1.4953,-1.7135,-1.1089,-0.9423,-0.4747,-1.8263,0.2279,-1.4284,-1.7954,0.7795,-0.5503,-0.4122,-1.4597,1.3339,-1.2804,-0.1876,-1.2109,-0.0539,-1.2494,0.3722,-0.6855,-0.3003,-0.9431,-0.1708,-0.3585,-0.3018,0.2743,-1.3008,-0.9792,-1.7998,-0.6313,-0.5974,-0.6553,-1.0163,0.5533,-0.654,-1.4144,-1.6535,-1.8277,-1.6813,-1.1781,1.2272,-1.6043,0.8466,0.3439,-1.8035,-0.572,-0.1617,-1.7913,-0.0212,-0.566,-1.2396,-1.419,0.5096,-1.0176,1.2528,-1.6981,-1.322,-1.6284,-1.9276,0.4961,-0.7298,0.4857,ALL
1.0101,-0.256,-1.0663,-1.1904,-0.7673,-0.4537,0.947,0.1042,0.136,0.8695,-0.7306,-0.3752,-0.7525,-0.3462,0.9031,0.5478,1.5229,-0.7967,-0.5219,-1.1615,-0.8115,-1.1092,-0.8983,-0.1433,0.4685,-0.4221,-0.332,-0.5702,0.6692,1.2583,-0.3574,-0.3584,0.1822,0.7894,-0.4904,0.305,-1.5133,-0.694,-0.9201,1.9252,1.3127,-0.0425,-0.9634,0.1683,1.2364,0.2436,0.6287,0.7483,-0.678,-1.1367,0.5785,-0.286,1.0837,-0.9352,-0.8925,-0.8434,-0.2515,0.6516,-0.5792,-0.8338,0.2675,0.7873,-0.5594,1.4413,1.284,1.6567,-1.0675,-0.209,-0.9426,-0.7552,0.3549,0.0801,0.1969,0.0509,-0.432,-1.0903,0.1739,-0.4188,-0.9439,-0.4596,-1.0883,-0.3849,-0.6833,-0.4199,-0.3675,-0.8863,-0.415,-0.28,0.0184,-0.3859,0.6083,0.7628,-1.2266,-0.706,-1.1543,-0.5645,-0.6922,-0.2382,-0.2855,1.5961,MLL
0.0281,-1.3783,-1.9764,-1.9433,-0.8954,-1.1279,-1.2227,-0.2801,-0.5326,-0.5558,-1.1765,-0.7165,-1.8042,-0.9037,0.4145,-0.8282,0.8231,-1.0059,1.7348,0.5821,-0.1068,0.084,-1.2496,1.9033,-1.4716,-0.864,-0.2373,-1.4311,-0.8454,-0.4834,-0.0028,0.2942,-2.163,-0.5596,-0.3326,-0.5885,-1.4022,-1.0894,-1.2658,-0.4798,-0.2576,-0.2586,-1.1736,-0.8357,0.9371,-0.7038,0.4544,-2.5291,0.5208,-1.0489,0.4585,-0.9143,-0.98,-1.0186,-0.6043,-0.0212,0.2065,0.1649,0.1419,-0.7245,-0.5363,-0.9101,-0.349,1.6628,-0.8047,-0.6814,-0.2701,0.2935,-1.9341,-1.6374,-0.2259,1.1179,-0.909,-0.7965,-1.4106,-0.9767,-1.1324,-0.517,-0.5469,-0.4385,-0.0241,0.2903,-1.1909,-0.493,-0.5544,-0.7135,-1.035,0.3629,-0.9829,-0.1808,1.3763,-0.3849,0.4639,-1.0688,-1.2571,-0.8074,-1.6719,0.1901,0.4964,0.3325,MLL
0.229,-0.9366,-1.1456,-0.1814,0.4481,0.6377,0.4713,-0.2758,2.1324,1.2522,-1.0054,0.1622,0.342,-0.6273,-0.3646,0.9499,-1.4418,-0.7671,1.3071,-0.4915,-0.1883,-1.0532,-0.547,-0.0917,0.1036,0.5176,-1.7385,0.0538,1.8867,0.3692,-0.7044,-0.4113,0.1359,-0.4141,0.5672,0.8998,0.033,-0.6957,-0.561,0.8862,1.0402,-0.0065,0.6837,0.2422,1.3838,0.3664,0.4987,0.7947,-0.8356,0.4094,-0.2819,0.4786,1.358,0.7149,-0.4175,0.6012,-0.3609,2.2064,2.099,-0.5662,0.6958,-0.4428,-0.1811,0.5137,0.7879,1.3557,0.9832,0.7507,1.0479,1.0756,0.6257,-0.1191,-0.3082,-0.7408,0.8461,-0.8373,0.4308,1.916,-0.5188,1.6599,0.4354,1.8655,-0.6657,-0.493,0.023,-0.689,-0.6873,-0.4167,-0.1613,0.8979,-1.0923,0.2216,-0.3062,0.1891,0.5458,-0.0817,0.8932,0.3737,-1.6843,2.2162,MLL
0.7002,-0.3573,-0.4457,0.1097,-0.3699,-0.9743,-1.0881,-0.8785,-1.0226,-0.1383,-0.4585,-0.5156,0.5164,-1.8089,-0.1729,0.0518,-0.6408,-0.173,-0.7579,0.5899,-0.9629,0.986,-0.0809,-0.486,-1.0498,-0.9621,0.6583,-1.5551,-1.393,-1.0437,-1.2468,-0.3731,-1.5501,-1.2823,-1.0204,-0.8149,-0.6472,-0.1302,-0.4931,-0.8606,0.3223,-0.5636,-0.2197,-1.3413,-0.1574,-0.2021,0.2593,-0.1793,-0.9242,-0.8168,-1.5025,-0.5553,-1.0975,-0.3329,-1.4035,-0.4839,0.9739,0.0375,-1.2158,0.086,-0.1958,-0.3814,-0.6228,-0.4559,-0.3348,-0.7926,0.1369,-1.0678,-1.3319,-0.4223,0.2501,0.9269,0.1503,-0.725,0.1756,-1.354,-0.1815,-0.6492,2.5724,1.4254,-0.1208,1.2125,-0.3401,-0.5545,-0.3622,-0.1237,-0.3773,-0.0598,-0.4437,0.3067,1.0143,-0.5421,0.2573,-0.8713,-0.7878,-0.5645,-0.8836,-1.2632,-1.7351,-1.6055,MLL
-1.458,-0.7017,-0.5777,-0.5889,-1.8132,-0.0499,-1.8127,2.7762,-0.5904,-1.3667,0.3325,-0.9199,-1.3477,-1.3706,1.2061,-1.5302,-0.1436,-0.5035,0.7761,1.2198,-0.4387,0.0799,0.86,3.9921,-1.3339,0.8472,-0.5214,-0.9706,-0.8379,-0.4469,0.6904,-0.2996,-0.4739,2.0864,-0.8032,1.0646,0.4922,-0.2066,-0.5234,-1.0344,-1.2873,-0.7839,-1.0249,0.495,-2.0494,-1.354,-1.8245,-0.4962,1.0771,-1.1743,-1.7977,-0.2573,-1.8507,1.0842,1.0664,-1.0997,0.0887,-1.8237,-1.2677,-0.6529,-1.1983,-0.2713,1.6621,-1.1322,-1.5967,1.2179,-0.7363,3.3829,-1.0821,-1.1963,-1.4792,-0.3931,-0.7104,-0.4697,-1.6039,0.1873,-1.0123,-1.2461,1.3879,-0.8172,0.774,-1.2574,-1.1883,0.0831,-1.1949,1.8328,-0.0924,-0.4268,-0.9675,-1.6771,0.4602,-0.9268,-0.156,-0.7084,-1.5567,-1.0444,1.5592,-0.1158,-0.6359,-1.1882,MLL
-0.1411,-0.5315,1.5549,-1.0624,-0.887,-0.4036,-0.0976,-0.6862,-0.7063,-0.0955,-0.8119,-0.2638,-1.0238,-0.6273,-0.1358,-0.8925,-0.9538,-1.0212,0.3779,-0.9341,-0.6542,0.9541,-1.4716,-0.6268,-0.5764,-0.9867,-0.6506,-0.0101,0.2288,0.3935,-0.1564,-0.1673,-0.4486,0.224,-0.4128,-0.8135,-1.6991,-0.7512,-0.9225,-1.6595,-0.2253,-0.1146,-1.0286,-0.1012,0.0257,-0.3334,0.2947,-0.9832,-1.1014,0.1209,-0.0768,-0.593,-1.6678,-0.8907,-1.207,-0.6803,-0.7819,0.3524,0.4238,-0.7245,-0.4254,-0.6346,-1.5137,0.7471,1.7713,0.1418,-1.1857,-1.5307,-0.2522,-1.1047,-0.7237,-0.2852,-0.7129,-0.7766,-0.9931,-1.3368,-1.1091,-0.6983,-0.852,-1.034,0.508,-1.2404,-0.8926,-0.4609,-0.9516,-1.1963,-1.035,-0.4091,-0.6388,-0.8216,0.6632,-0.4319,-0.6256,-0.5081,-1.0664,-0.7467,-2.0094,-1.2326,-0.5622,-1.0561,MLL
-0.4624,0.1694,-0.0506,0.2688,0.0241,-0.467,-0.2438,-0.8628,-0.0968,-0.5647,-1.3841,0.1187,0.9524,-0.8989,-0.0678,0.2271,-1.4786,-0.2914,-1.9821,0.0715,-0.7649,1.1797,-0.7275,-1.1619,0.2206,-0.2047,2.128,0.238,1.0967,-0.6783,-0.5774,0.4,-0.239,-0.6523,-0.9041,-0.6153,-0.4262,-0.2846,-0.612,-1.883,0.2481,-0.7416,-0.0563,-1.0146,0.4613,-0.3657,-0.4383,0.6091,-1.0891,0.1178,-0.3619,0.6438,1.0619,-0.3261,-1.1972,0.2018,-0.6281,0.0346,0.1033,0.6401,-0.4484,-0.5427,-1.0915,-0.5457,-0.5698,0.1925,-0.106,-1.2036,-0.8985,-0.5388,0.3178,-1.0324,0.2484,-0.8104,-0.2877,-1.131,-0.4618,-0.687,-0.6421,-0.3604,-1.0157,-0.1237,-0.2567,-0.4492,-0.4666,-0.9533,-0.7962,0.2035,-0.1459,-0.5117,1.5958,-0.4962,-1.2642,-0.315,0.1563,-0.021,-1.3589,-1.8752,-0.3541,-0.7567,MLL
-0.3273,-1.0703,0.5854,-0.8955,-1.1398,-0.7908,0.4367,-0.292,-0.5086,-0.5451,-1.5412,-0.3147,0.0279,0.2827,0.1548,-1.4325,-0.7789,-1.2772,1.0416,-1.1916,-0.1301,0.4152,-1.5247,-0.1433,-1.3821,-0.899,0.687,-0.5946,-1.4493,-0.045,0.129,0.9879,-0.555,-1.8759,-0.4723,-0.2764,-0.55,-0.7391,-0.9662,-0.0493,-0.6375,-0.1357,-0.5455,-0.8572,-0.5528,-0.5918,0.8711,-0.4653,-0.1488,-0.8513,0.4585,-1.4025,0.1651,-0.9246,-0.3651,-0.84,0.0585,0.0675,-0.8047,-0.7019,0.1257,-0.458,-0.1082,0.1187,-0.3522,-0.7418,-1.2782,-1.0763,0.049,1.3752,-0.8569,-1.3562,-0.605,-0.4786,-0.6035,-1.4569,-1.1274,0.5144,-0.2143,-0.8403,1.1368,-1.1072,-0.3386,-0.3263,-0.818,-1.0751,-0.3856,-0.9103,-0.264,-1.1377,-0.3188,-0.3973,-0.5128,0.0215,-0.4199,-0.5587,-1.1219,0.695,0.1968,-0.4997,MLL
-0.426,-1.5322,-0.6702,-2.1141,-1.2445,-1.2647,-1.8655,-1.2842,-1.4238,-1.908,-0.1668,-1.2515,-0.465,-0.3224,-0.4944,-1.8796,1.6057,-1.7767,0.4959,-0.1214,-0.759,3.4213,-1.9155,0.6594,-1.9054,-0.6045,-1.2218,-1.7863,-2.0284,-0.2033,-0.1222,0.2178,-2.1978,-1.8877,-1.1135,-1.9991,-1.6446,-1.1484,-1.5667,-0.9351,-1.3711,-0.1675,-1.7845,-0.8405,-0.6868,-1.7093,0.2327,-1.045,-1.3525,-1.3405,0.6035,-1.3504,0.3262,-1.487,-1.6328,-1.4026,-0.5209,-0.5323,-1.2543,-0.8225,-1.7554,-0.4793,-1.6749,1.2977,0.3005,-1.7373,-0.8873,-1.6118,-1.3245,-0.697,-1.6429,1.7323,-1.1126,-1.0418,-1.4619,-2.115,-1.1808,-0.6266,-0.7535,-1.3209,2.588,-1.7223,-1.7615,-0.2503,-1.2242,-1.3601,0.1296,-1.4114,-1.635,-0.83,0.4492,-1.4537,0.5578,-1.0093,-2.1234,-1.108,-2.0676,-0.3759,-0.0926,-0.8204,MLL
0.0145,4.0467,1.3722,2.1898,0.8106,1.1583,0.3244,1.1088,-0.3976,1.0938,3.8443,0.3729,-0.6421,2.1408,3.426,-1.0874,-1.3037,2.1119,1.1448,1.6311,2.0539,-1.0053,2.6357,0.2228,1.3602,3.151,-0.3062,0.4711,0.2138,2.257,2.5118,0.7498,1.1742,1.2116,1.3816,0.0947,0.8393,1.1117,2.3479,0.7496,-0.4401,-0.6717,0.6837,-0.2085,-1.0263,0.5559,-0.589,1.2507,1.0279,2.6267,-0.9772,0.7012,-1.1846,0.1957,2.5994,0.3483,-0.0696,-1.9955,1.231,1.7559,0.6349,-0.3844,0.3794,-0.7791,1.284,-0.7399,0.1202,1.6256,0.8643,1.8829,1.0362,-1.8543,1.889,3.3946,0.015,1.6408,1.0931,0.0912,-0.7065,-0.794,-1.8139,0.2721,1.5438,1.0161,-0.435,0.7962,0.6156,0.53,1.2303,0.7731,0.3834,0.0957,3.2627,0.9641,1.7523,2.2571,1.1023,1.8883,1.1006,0.9502,MLL
-1.4262,-1.0906,-1.3073,-1.2137,-1.0633,-1.1179,0.1036,-1.2099,0.7179,-1.5564,1.7574,-0.5592,-1.6405,-0.37,-0.6305,-1.1706,1.7438,-1.4319,-0.6399,-1.2652,-1.0095,0.6831,-1.0643,-0.2513,-0.6143,-1.0954,0.1589,-0.8221,-1.5723,0.1986,-1.2999,1.3583,-1.2879,-0.7139,-0.7981,-2.0754,-2.0301,-1.5473,-1.9088,0.6668,-1.1502,-0.7458,-2.1336,0.6524,-0.5483,-1.9548,1.0662,-1.2923,-0.8577,-1.3625,0.3784,-1.4797,-0.6621,-1.8783,-0.9122,-1.0264,0.5524,0.5199,-0.8864,-0.7019,-1.2761,4.7561,0.0402,-0.414,-0.5175,-1.4941,-2.0911,-0.621,-1.2804,-0.9716,2.6454,-0.4014,-0.4137,-1.0349,-1.2539,-0.6487,-0.7737,-0.6568,-0.6556,-1.4663,-1.4995,-0.4998,-1.7727,-0.5311,-1.1303,-1.8306,-0.5281,-0.9305,-1.1112,-1.4613,1.0856,-1.0629,0.6705,-1.7456,-0.4774,-1.6371,-2.0379,0.542,-1.0141,1.6456,MLL
-0.409,0.6151,-0.3555,1.5494,1.0018,0.1437,-0.4296,-0.7271,0.2413,0.2899,-0.4921,2.4935,0.7745,-0.0365,-1.1128,0.1066,-0.2725,0.232,0.1271,-1.2618,-0.1883,0.5214,1.2026,-0.608,0.9454,0.0197,-1.1271,2.6401,0.904,1.307,-0.163,0.2119,2.1009,-0.4401,-0.3973,1.5187,0.1804,-0.1042,0.1462,0.464,-1.0375,1.6838,-0.5406,-1.9805,0.9527,0.0046,0.3095,1.5753,-0.8725,0.5223,3.3399,0.5217,1.6976,-0.4883,1.3743,-0.2309,-0.8948,-0.2775,0.3333,-0.732,-0.5882,-0.4813,-0.8224,1.3396,2.6851,1.6938,0.1238,0.5283,-0.3917,0.9009,0.6388,-2.2279,3.201,0.5714,0.1314,1.212,0.6794,0.8393,-0.4923,0.3044,-0.9916,1.3535,-0.0308,-0.3907,-0.438,0.3579,-1.2989,0.0946,1.7386,0.0403,-0.8839,0.515,0.2197,0.7789,0.4687,1.4303,0.4375,0.1901,1.2351,-0.521,MLL
0.3562,0.3477,0.953,0.4007,1.1165,0.1571,1.3038,0.1561,0.2213,1.0493,0.3605,1.5833,0.0457,-1.3086,-1.2921,0.5839,-0.2173,0.0897,-0.6841,-0.3834,-1.3181,-1.066,0.7973,-0.7958,2.2606,0.3177,2.4839,0.4993,0.5199,-1.2873,0.4249,-3.7387,0.2064,0.3449,0.4663,2.4403,1.6786,1.2921,1.2683,-0.3059,1.1197,0.0846,1.5454,0.6,1.3191,0.2566,0.7263,1.3512,-0.7002,-0.2335,-0.6121,0.2848,-0.3661,0.435,0.9321,3.0411,-0.9981,0.5342,0.3956,-0.4719,0.7228,-0.6458,0.0665,-0.8569,0.1265,0.305,0.7093,-0.2382,0.1812,0.1935,0.32,1.5081,1.3422,0.039,0.8539,-0.0313,2.0775,0.5182,-0.9364,0.0421,-1.1125,-0.1994,1.0176,-0.3994,0.6905,-0.065,0.3014,0.7528,-0.1562,0.1026,-1.6958,0.9128,0.0882,0.7107,0.7669,0.8897,0.636,-1.3856,-0.4835,-0.6695,MLL
-0.9698,-0.3006,-0.7648,0.0126,-1.4174,0.1571,-1.9815,0.1694,-1.8596,-1.7344,-0.5819,-0.9537,1.8405,1.3309,0.5382,-1.5828,0.5101,-1.2256,-0.5661,1.4349,-0.6717,0.9958,0.529,0.7438,-0.3148,-0.3415,0.598,-0.7131,-1.0697,-0.727,0.4827,-1.2696,0.3296,1.3941,1.1024,-0.3983,0.6225,-1.8613,-0.47,-0.9641,-1.8794,-0.3264,-0.5172,3.3879,-1.5379,-1.4315,-0.5713,-1.0682,3.2458,-0.3087,-0.502,-1.372,-1.0714,-0.0504,0.7617,-0.9199,-0.3766,-1.1923,-0.192,-0.732,-1.8403,0.8984,-0.2998,-0.9347,-1.4488,-0.9206,-0.5769,0.4142,-0.0024,-0.6387,-2.0272,1.1926,-1.1224,0.4989,-1.2539,0.1209,-0.2549,-0.8835,-0.1926,-1.7729,-0.3627,-1.5173,-1.8439,3.8619,-1.2827,-0.9565,-0.2265,-1.6747,-0.3153,-1.5142,-0.8345,-0.9596,-0.4941,-1.1746,-0.8824,-0.6831,0.2931,-0.3453,-0.0291,-1.5277,MLL
-0.0957,0.0074,0.2454,0.521,-0.5878,-0.3569,0.5373,0.5965,0.8348,0.16,1.5947,-1.145,-0.312,1.6739,-0.3646,1.5582,0.2523,-0.0096,-1.7461,-0.1816,-0.7183,-0.7908,0.723,-0.4813,-0.1099,-1.6003,-1.5864,0.1534,2.4868,-0.2398,-0.9993,0.6792,1.0689,-1.654,-1.0101,-0.9622,0.4057,-0.1615,-0.8679,0.2777,1.0096,-0.2522,1.1803,1.065,-1.3815,1.4516,0.3273,0.1144,2.2021,-0.4436,1.484,-0.3758,-0.8842,0.0555,1.0959,-0.0844,3.8028,2.3238,1.8156,0.037,1.7063,-0.22,1.969,1.4174,-0.1868,0.6626,0.0205,-0.9585,-1.4788,1.3003,-0.4529,-0.2603,0.8247,0.029,1.0728,0.8047,1.6687,-0.0674,-0.2949,3.2838,-0.7739,-0.0009,0.09,-0.806,0.4547,0.1226,-0.2097,1.2134,0.7733,0.6821,-1.3831,1.0646,-0.0808,-0.7136,-0.2075,-0.3072,-0.2171,0.8786,-1.5599,0.0213,MLL
0.5197,0.3355,0.3554,1.1769,1.2246,0.1938,0.2293,-0.2767,0.0818,0.8258,-0.8568,2.9074,1.7061,0.1064,-1.6013,-0.0828,1.4216,-0.1453,-1.9231,-0.7423,0.8716,-0.0396,0.1362,0.0257,0.274,-0.7693,-0.0105,2.9503,0.9295,-0.2764,-0.0786,-2.6952,1.2321,1.213,-0.7101,0.8167,0.2082,0.7578,1.3823,1.801,-0.2498,3.0692,0.6321,-0.5758,1.9356,1.8176,0.6494,1.5599,-1.062,1.0994,0.4635,1.5987,0.5003,-1.047,0.7617,0.6345,-0.8578,0.3166,1.0618,-0.7245,-0.3436,-0.1358,-0.8966,1.2678,0.2048,0.948,-0.1191,0.6744,-0.4578,-0.1144,-0.4944,1.9979,0.013,-0.871,1.4709,0.1638,0.0654,1.5269,-0.8731,0.401,0.3387,-1.0288,-0.7986,0.0071,-0.4448,-0.1095,0.2637,2.5297,1.944,1.3621,-0.1707,0.187,-0.6443,0.7821,0.5052,0.5745,-0.1857,1.5976,-0.3922,1.0869,MLL
4.5488,2.0372,2.0545,0.3736,1.8049,3.5747,3.0995,0.2256,3.1297,2.9543,-0.3968,1.087,-0.9242,0.7258,2.9498,2.6132,0.2063,2.3086,-0.4776,0.0213,2.6887,-1.3209,0.5213,0.1336,2.0592,1.4153,0.8965,1.7248,0.8657,-1.9694,0.294,0.7733,1.5923,0.9852,4.293,2.5568,2.4902,0.1629,1.1494,-0.0741,3.5231,3.3022,0.6505,-0.0487,1.1337,3.1354,0.6169,1.1425,0.5922,1.6858,0.9987,3.3613,0.6832,2.9888,0.3752,3.1176,-1.0651,0.7504,2.9373,-0.1326,2.3693,0.3321,2.8552,-0.6055,0.3876,1.9922,2.094,1.9094,1.3637,0.4765,1.5515,0.1382,1.7541,0.1015,1.4119,1.197,2.7415,3.038,-0.7005,1.7319,1.0885,0.771,3.2968,-0.4433,3.7764,2.5554,4.2894,2.9853,1.8054,2.7156,-0.9223,4.6086,-0.0057,2.8042,2.9168,3.5465,1.0703,0.1289,-0.7425,1.7847,MLL
-0.6792,0.368,-0.2729,1.9492,1.2429,0.3239,0.3301,0.5079,1.0471,0.5757,0.1979,-0.8787,1.699,2.0074,0.6433,0.5857,-1.5431,1.7231,-1.2003,0.5464,-0.695,-0.0256,0.9449,-0.3358,2.629,1.4573,0.1187,-0.4612,0.135,-0.9828,-0.0284,0.0972,0.1969,0.4161,-0.0275,-0.3782,1.5355,3.4914,0.8837,1.6561,0.3197,-0.6547,1.5602,-0.0702,-0.7069,0.965,-0.0806,0.4159,1.018,0.9645,-0.8022,-0.2914,0.5613,1.343,-1.0923,0.3649,3.0205,-1.2539,-1.4072,1.0774,1.8601,0.2129,0.4104,-1.4255,-0.7699,-0.2067,2.2874,1.7265,1.3417,1.1755,1.951,-0.169,-0.4774,-0.2293,0.2284,1.0084,-0.3617,-0.925,1.5777,0.7055,-0.0483,2.2312,0.8286,0.3201,0.2993,1.6703,2.0105,1.6437,-0.4129,0.3913,1.4147,0.403,-0.588,0.8607,2.4339,-0.7004,1.4614,-0.2535,1.9053,-0.099,MLL
-0.3341,-0.418,2.3879,-0.0262,1.8198,-0.9209,-0.185,-0.4438,0.0889,1.2318,-0.1724,0.3148,0.8848,-0.5368,-1.0695,1.0992,0.8047,0.6485,1.5726,0.0581,2.5314,-0.2497,0.7037,-0.6972,0.1552,0.6824,-0.1971,0.4185,0.8304,2.3179,3.5197,0.2942,-0.358,0.5015,-0.3145,0.9413,-0.203,0.4075,0.2821,2.0949,0.7223,0.1841,0.8411,-0.6449,-0.0658,0.5989,0.6672,-0.2102,0.0999,-0.3746,-0.2969,0.0819,2.0633,1.4925,0.6602,0.1852,-0.4622,0.5385,0.1196,4.6812,1.9629,-0.3519,0.2809,-1.216,-1.1616,-0.5955,0.0247,-0.2363,0.8936,0.052,1.2458,0.6945,1.0381,0.4065,0.4077,-0.057,1.2116,0.0119,0.0784,1.2874,1.4271,-0.1054,0.4312,1.9228,1.5607,0.6776,-0.1259,0.0314,0.5576,1.4847,-0.2859,0.422,-1.6962,0.2234,1.2173,-0.2494,-0.0182,1.001,1.3773,0.4386,MLL
-0.0593,0.9352,-0.3246,0.2067,-0.0773,1.5455,-0.1604,2.9633,0.2763,-0.092,0.6691,-0.8037,1.8707,1.9216,-0.9458,-0.42,-0.4659,1.7527,-0.3596,2.7237,0.726,-1.0125,1.6417,0.9645,0.0209,0.8437,-0.0536,0.5951,0.7922,-0.7149,0.4875,0.8439,0.7698,0.8242,0.8386,0.9346,2.1058,1.5644,0.8364,0.2777,1.1118,0.4574,1.7679,0.9195,0.1888,-0.258,-3.7221,-0.3339,1.0673,1.1213,-0.582,0.1268,0.3131,2.4344,0.0378,1.6464,0.3508,-1.1637,-0.9368,-0.438,1.1491,-0.5453,2.578,-0.4499,-0.5263,-0.104,0.9164,0.6084,2.627,1.5001,0.5252,0.1631,-1.0341,1.6572,1.4856,1.7651,0.3374,0.0648,2.4708,0.8646,-0.6288,-0.189,1.649,-0.6276,-0.4005,2.0861,-0.1008,-0.0193,-0.1048,0.1375,-0.8784,0.6537,1.1965,2.0053,1.402,1.3667,0.4562,1.4599,2.2125,0.0213,MLL
0.4652,0.214,0.2025,-0.1814,0.094,0.5042,0.6998,1.6073,-0.7188,0.8641,-0.5707,-0.6681,0.7754,1.3404,0.464,-0.6045,-0.8065,0.9341,0.4664,1.28,-1.5569,0.0763,0.1854,0.2275,-0.4266,1.261,0.2048,0.5575,-1.1252,0.4301,-0.5005,0.353,0.5244,0.0481,-0.6093,0.1134,-0.9622,0.8168,0.6217,0.344,-0.0829,-0.6166,0.1269,0.5642,0.6311,0.8788,-0.2757,0.9956,0.8309,-0.5345,0.2434,-0.7778,0.1912,-0.3414,-0.3946,-0.171,1.797,-1.1479,-0.1474,-0.208,1.243,0.0266,-0.3578,-0.031,0.3179,-0.9798,-0.5644,0.1446,-0.1714,-0.9217,1.9663,-1.7713,0.0473,-0.6942,0.5381,0.2474,-0.9723,-0.2261,0.0032,-0.9246,1.6931,-1.3815,0.4171,0.3932,-0.6783,-0.5343,1.0303,-1.8114,-0.2434,-0.3975,-1.4324,-0.9096,-0.8885,0.0266,-0.0608,0.7191,-0.0567,2.1177,0.0724,0.705,AML
0.2949,-0.9164,-1.7508,0.3852,-0.7989,-1.1078,-0.8073,-0.869,1.0249,-0.6065,-0.5679,-1.2612,-0.5567,-0.3176,0.8845,-0.573,-0.4382,-0.0918,0.8056,-0.4681,0.4523,1.6326,-0.5635,0.0961,-0.8536,-1.3479,0.644,-0.2958,-0.6856,-0.6296,-0.7736,-0.3025,-0.9056,0.3842,-0.8291,-1.2744,-1.1032,-0.5222,-1.2246,-0.9806,0.0655,-0.0425,-1.3002,-1.5369,-0.7583,-0.4195,-4.0206,0.4468,-0.4171,-1.3593,0.9787,-0.8586,0.2173,-0.8051,-1.0727,-1.0065,2.7028,-0.3992,-0.3952,-0.4267,-0.6641,-0.5067,-0.8568,-0.5337,-0.5263,-0.866,-1.1284,-0.5154,-1.2143,0.0687,0.1519,-0.2437,-1.3039,-1.1273,-1.1879,-0.9252,-1.0307,0.0044,0.1314,-0.6846,-0.4595,-0.7127,-0.4473,-0.9815,-0.3652,-0.7767,-0.5658,-0.323,-0.7826,-0.2061,0.1091,0.1395,-0.8322,-0.3601,-0.6207,-1.1023,-1.6375,1.0316,-0.448,-0.3889,AML
0.2256,0.0357,1.4063,0.1097,0.4032,-0.5738,1.1633,-0.5952,1.7957,1.0217,0.526,-0.4284,0.1427,0.4113,-0.5315,0.1531,0.6666,-1.2151,0.8056,-0.1704,0.3533,-0.0442,0.9237,0.6406,0.849,-0.8569,1.2066,1.1778,0.2213,0.6493,0.7311,0.738,0.1443,-0.2205,0.262,0.0853,0.5798,0.9694,1.0402,-1.0137,0.3642,0.6586,0.1429,0.9458,-1.281,1.1587,0.345,0.3231,1.1633,0.8955,0.8087,-0.1245,-0.0787,-0.7399,-0.316,-0.2209,0.363,1.7611,1.7993,-0.3739,0.8835,0.496,0.6916,0.394,1.3884,1.3225,0.0522,0.4114,1.2829,0.4348,-0.6844,-0.8331,0.6751,0.033,0.2944,-0.0163,0.0604,-0.2563,-0.6454,0.7286,0.121,0.2015,1.3811,2.0895,0.294,-0.544,0.892,0.0643,1.2816,0.311,-0.4834,0.0384,-0.0996,0.7262,1.0205,-0.2957,-0.0273,0.5573,1.5677,1.3863,AML
