X95735_at,M84526_at,M23197_at,M27891_at,M31523_at,M92287_at,U05259_rna1_at,X59417_at,M11722_at,X17042_at,D88270_at,L09209_s_at,M16038_at,M84371_rna1_s_at,M63138_at,U46499_at,M89957_at,M22960_at,J05243_at,M31211_s_at,M55150_at,M62762_at,X16546_at,M19507_at,U50136_rna1_at,U29175_at,M96326_rna1_at,S50223_at,X61587_at,X82240_rna1_at,Y08612_at,M28170_at,Z49194_at,M11147_at,U22376_cds2_s_at,HG1612-HT1612_at,M32304_s_at,X97267_rna1_s_at,Z15115_at,D88422_at,X52056_at,J03473_at,D49950_at,X14008_rna1_f_at,X66401_cds1_at,X62654_rna1_at,M33680_at,M31303_rna1_at,M29696_at,L47738_at,M83652_s_at,Y07604_at,M81695_s_at,J03801_f_at,Y00787_s_at,M19045_f_at,X64072_s_at,D26156_s_at,U07139_at,X15414_at,L09717_at,L06797_s_at,S76617_at,M65214_s_at,X51521_at,X62320_at,U82759_at,M91432_at,X69111_at,L42379_at,U10485_at,U77948_at,M93056_at,AF009426_at,M12959_s_at,D14664_at,D10495_at,L41559_at,U46751_at,D86967_at,X78669_at,M27504_s_at,L21954_at,L11669_at,HG3494-HT3688_at,U10868_at,X70297_at,L07633_at,M28130_rna1_s_at,U94855_at,L13278_at,D63880_at,X07743_at,X74262_at,X12447_at,X67951_at,U62136_at,S46622_at,U73737_at,L33930_s_at,class
-0.8517,-0.5568,-0.6757,-0.4714,-0.508,0.267,-0.6593,-0.2892,-0.5811,-1.0235,-0.7665,-0.6732,-0.9661,-0.6706,-0.6392,-0.6243,-0.8502,-0.8531,-0.3564,-0.0498,-0.3923,-1.0885,-0.8905,-0.5304,-0.6919,0.6944,-0.3581,1.2716,-0.8039,-0.6555,-0.6616,-0.386,-0.8545,-1.1251,0.1905,0.3899,-0.8832,-0.6033,-0.6695,-0.4587,-1.2144,-0.7245,-0.8923,-0.4566,-0.9574,-0.9036,-0.2301,1.2344,0.3362,0.0951,-0.373,-0.4724,-0.2116,-0.4162,-0.5531,-0.4203,-0.6328,1.4688,-0.7198,0.4867,-0.3029,-0.4826,-0.5663,0.3117,-0.7303,-0.4978,0.0494,-0.4884,-0.7212,-1.0502,-0.1856,-0.422,-1.0166,-1.3818,0.001,-0.5243,-0.2091,0.56,-0.8944,-0.297,-0.4775,-0.609,-0.889,-1.3593,-0.5338,-1.2027,-0.1808,-0.45,-0.4305,-0.6891,0.0245,0.6946,-0.616,-0.0398,-1.4181,-0.8526,-0.0218,-0.4298,-0.6892,-0.6988,ALL
-0.6638,-0.5534,-0.6888,-0.5751,0.9352,0.3836,1.026,0.3014,-0.3198,-0.5406,0.7247,-0.4789,-0.3286,0.6821,-0.6224,-0.6107,0.5329,-0.4195,0.1107,0.5172,-0.3923,-0.5742,-0.3918,-0.5152,-0.4974,0.8166,-0.4323,1.3095,-0.3716,0.0737,1.4832,1.5429,-0.2751,-0.7637,1.5058,1.0788,-0.2726,-0.0336,1.3925,-0.4124,0.1757,1.8513,0.3318,-0.8365,0.0877,-0.3419,3.0118,0.2437,-0.0308,0.2137,-0.6634,-0.5398,-0.3815,-0.9114,-0.546,-0.891,-0.648,0.2383,-0.2648,0.5245,-0.7074,0.0092,0.5608,0.6005,0.7635,-0.4518,1.1989,0.7811,-0.7983,-0.7593,2.1768,2.3756,-0.0391,1.272,0.5536,0.0484,-0.2235,-0.7011,-0.4492,-0.6385,1.7761,1.4602,-0.0412,-0.0031,-0.7906,-0.0867,-0.4039,0.4686,-0.5073,0.2666,1.1111,-0.4279,-0.5266,0.6379,-0.9979,3.1504,0.7708,2.0959,3.6884,-0.2234,ALL
-0.3916,-0.5364,-0.468,-0.5791,-0.5513,-0.5606,0.7327,0.3175,0.0501,0.1072,1.0898,-0.8158,-0.9144,1.2836,-0.6121,-0.5871,-0.0566,-0.7025,-0.5509,0.3343,-0.3271,-0.8501,-0.6873,-0.503,-0.1825,-0.8115,-0.4711,0.4636,-0.6633,-0.1436,-0.1225,1.4003,0.285,0.3795,-0.394,-0.3187,-1.0168,-0.4114,-0.3764,-0.4865,-0.5119,-0.7364,-1.2253,-0.7282,-0.6363,-0.773,-0.5688,0.0634,2.4211,-0.7189,-0.5354,-0.9048,-0.5071,-0.877,1.0965,-0.7715,-0.8037,-0.5044,-0.6571,-0.059,-0.6133,1.4476,-0.2769,0.772,-0.2701,-0.4522,-0.2323,-0.4089,1.7803,-0.0164,-0.5883,-0.6285,-0.5684,-0.7602,-0.7208,-0.8492,-0.1725,-0.3075,-0.5286,0.4822,0.261,0.0474,-0.693,-0.2267,-0.2472,-0.1769,-0.3406,0.6616,0.6469,0.3655,-0.7032,-0.6667,0.158,-0.5019,-0.8969,0.0493,-0.2223,0.7162,-0.6927,-0.4862,ALL
-0.5437,-0.4939,-0.6319,-0.5305,1.0359,0.82,1.7763,0.0571,0.8983,-0.5204,1.9875,-0.3769,-0.6398,2.2944,-0.6271,-0.6032,1.9257,-0.6659,1.026,0.9415,-0.8759,-0.6848,-0.5303,-0.4933,-0.6062,1.6307,-0.5504,-0.3781,-0.3123,1.4906,0.6427,1.9499,3.1339,-0.9693,0.2772,-0.4173,-1.0067,1.3953,0.0041,-0.4583,-0.3247,1.0733,-0.1677,-0.7472,1.2941,-0.3084,0.2274,-0.1102,0.4407,0.0206,-0.5507,-0.6579,-0.5462,-0.7958,-0.5464,-0.8283,-0.6869,1.7064,2.1414,0.8042,-1.0743,1.0379,-0.2449,-0.0358,0.5235,-0.3977,-0.8241,0.1076,-0.1328,-0.1056,-0.5432,-0.1077,-0.7998,-0.3179,0.0923,-0.8933,-0.7538,-1.0947,-0.5097,1.1261,0.0859,-0.5805,-0.4148,-0.1773,-0.3554,-0.8104,-0.2607,0.8136,-0.4616,0.2011,-0.7853,-0.3994,-0.5827,-0.2207,0.0417,0.8865,-0.2724,1.3872,-0.1362,1.6975,ALL
-1.1741,-0.5917,-0.7281,-0.5358,0.0609,-0.2102,0.439,-0.5568,-0.0438,-0.9874,0.6053,-0.8978,-0.3689,0.4721,-0.3346,-0.5487,-0.1612,-0.724,-0.7149,-0.8947,-0.7973,-1.7106,-0.7926,-0.5395,-0.0494,0.0319,-0.5257,-0.719,-1.3911,0.8925,1.1818,0.4913,-0.4634,-1.0651,0.0903,0.1871,-0.8206,-0.041,1.0559,-0.4309,-1.4201,0.6134,-1.1959,-0.3357,-0.6439,-0.6595,0.7375,0.0024,-0.6034,0.2137,-0.7169,-1.2444,-0.5224,-0.2389,-0.5524,-0.2828,-1.0031,0.2934,0.0282,0.1452,0.2899,-0.0513,-0.9447,0.6615,-0.4237,-0.569,-1.5241,-0.3029,-0.3231,0.0647,1.1447,-0.4914,-1.0655,-0.1027,-0.3095,-0.8052,-1.3286,1.3471,-0.7115,-0.7546,-0.3709,0.4375,-0.5807,-1.5491,-0.6947,-0.3482,-0.8005,-0.6848,-0.5301,-0.7996,-0.037,0.0532,-0.7561,-0.4883,-0.6577,0.1824,0.0966,-0.5429,0.2147,-0.058,ALL
-0.6889,-0.5704,-0.5445,-0.5521,0.5384,0.203,3.3502,0.6421,1.931,-1.0699,-0.0366,-0.8826,-0.7708,0.1651,-0.7662,-0.5772,1.2334,-1.1855,0.3853,0.3123,-0.6868,-0.1147,-0.4065,-0.4462,-0.2393,1.8319,-0.4502,-0.6222,-0.7379,-0.1652,0.1152,-0.3121,1.27,-0.7219,-0.3145,0.5645,-0.4891,-0.4057,0.4738,-0.4657,-0.916,-0.2217,0.7823,-0.6502,0.876,-0.4431,-0.6401,1.6526,-0.3474,0.1282,-0.3597,-0.6639,-0.5853,-0.7341,-0.4455,-0.6647,-0.7899,4.7041,0.8755,-0.1603,-0.5381,0.4281,-0.6164,0.1741,-0.5259,-0.5886,-0.8014,-0.4619,0.9029,-0.1578,-0.5272,-0.1241,-0.8037,-0.6287,-0.4162,-0.227,-0.905,-2.0746,-0.8483,1.0284,-0.5841,0.3614,-0.3224,-0.9328,-0.6153,-0.7338,-0.0734,1.4556,-0.3816,0.1404,-0.16,-0.8984,-0.5533,-0.8896,-1.0249,0.5312,-0.5321,0.9725,0.2998,0.8799,ALL
-0.7304,-0.6274,-0.3784,-0.5302,-0.4893,-1.0189,-0.3468,-0.4169,0.6306,-0.6743,-0.1101,-0.6394,0.0267,1.5168,-0.7453,-0.6032,-0.6921,-0.9617,0.7819,-0.507,-0.8943,-1.0556,-0.5839,-0.5325,-0.362,0.6108,-0.4167,0.7666,-0.5361,-0.6475,0.1442,1.6434,-0.5575,-1.1751,-0.5746,-0.6795,0.5967,-0.6756,-0.2918,-0.4555,-0.7065,-0.3754,0.9781,-0.7368,0.5864,-0.4252,-0.6789,-0.2985,-0.604,-0.7782,0.4951,-0.9197,0.1094,-0.7966,-0.5433,-0.7645,-0.6943,-0.2825,-0.5158,-0.3045,-1.0085,-1.0377,-0.455,0.2575,-0.0536,-0.2644,-0.7985,-0.3729,2.1783,-0.8474,-0.6071,-0.2977,0.2275,0.0168,1.1937,-0.3756,-0.5467,0.6965,-0.8957,-0.5341,0.124,-0.7042,-0.5113,-0.9835,-0.6174,-0.8713,0.1304,-0.706,-0.4258,-1.3269,1.3674,-1.5719,-0.4906,-0.5007,-1.2446,-0.0224,-0.7644,0.0753,-0.4198,-0.5239,ALL
-0.7379,-0.514,-0.5751,-0.5002,0.8509,0.8805,0.6266,-0.0157,0.5488,-0.746,0.3628,-0.2598,-0.6436,-0.6326,-0.709,-0.6603,1.1232,-0.7713,-0.6692,-0.101,0.8828,0.3749,-0.2625,-0.3663,-1.464,-0.1584,-0.4976,-0.2687,-0.319,-0.6021,0.9151,-0.7824,0.145,-0.0984,-0.2817,0.3345,-0.4857,-0.5544,-0.4857,-0.4068,-0.6102,-0.4088,-0.9707,-0.1591,0.1482,-0.4946,0.1248,-0.435,-0.5706,-0.6499,-0.4829,-0.2585,0.0584,0.2301,-0.3965,0.2361,-0.6357,0.1282,0.2165,0.4696,-0.9332,1.7433,0.0766,-1.0558,1.0193,-0.5002,0.351,-0.0494,0.1932,-0.1404,-0.4717,0.4515,-0.7657,-0.031,-0.6671,-0.7776,-0.8238,-0.8376,0.2778,1.0443,0.0478,0.1045,-0.5195,0.0359,-0.4225,-0.5692,-0.941,0.8683,-0.4112,1.1908,0.1783,-0.15,-0.3117,-0.2677,-0.9207,-0.1511,-0.4728,0.3241,-0.4446,0.6862,ALL
-0.563,-0.4213,-0.2844,-0.5238,0.0328,-0.6984,-0.0995,0.03,1.5074,-0.2964,-0.0663,-0.4706,-0.5831,-0.5714,-0.5996,-0.6119,-0.1879,-0.5992,-0.141,0.3782,-0.4526,-0.0325,-0.7261,-0.4116,-0.2173,-0.4881,-0.4127,0.2026,-0.7255,-0.5829,-0.9051,-0.6556,-0.2992,-0.701,0.0556,-0.2568,-0.4925,-0.0278,-0.0787,-0.4457,-0.0726,-0.3111,0.557,-0.6019,0.8042,-0.5599,-0.5635,0.1509,-0.6005,-0.2333,-0.2479,0.1873,-0.9759,-0.6594,-0.5439,-0.6302,-0.5047,-0.9324,-0.3223,-1.1282,-0.4346,-0.5245,0.224,-0.8188,-1.0128,-0.4217,-0.4912,0.1114,-0.4393,-0.7013,-0.3832,-0.0912,-0.1983,0.1842,-0.7046,0.8799,-0.5022,-1.2714,-0.507,-0.4206,-0.4927,-0.6946,-0.5016,-0.8196,-0.3606,-0.8465,-0.6022,0.4556,-0.465,-1.0752,0.9573,1.1508,0.1113,1.2498,-0.275,-0.9119,0.7708,-0.8445,0.3352,-0.517,ALL
-0.3318,-0.5186,-0.4265,-0.5705,1.6434,2.2799,0.9189,3.1444,1.4587,-0.5886,2.9127,-0.2536,-0.7532,1.0736,-0.5126,-0.6032,1.0454,-0.6056,0.0268,2.0534,-0.1848,0.0753,-0.3973,-0.4928,-0.6479,0.846,-0.4966,2.4626,-0.3333,3.1181,1.9412,0.7872,0.553,-0.0691,2.0748,2.1839,0.4073,1.5561,3.1293,-0.4745,-0.1746,0.8779,-0.814,-0.7855,2.5848,-0.3468,0.3062,0.7818,-0.1941,-0.1946,-0.3262,-0.1149,-0.8859,-0.8455,-0.5621,-0.8555,-0.1791,0.4665,0.0491,3.8196,0.384,1.8436,0.5288,1.8168,0.393,-0.3573,0.0124,1.4395,2.9909,-0.108,0.5727,0.9247,-0.5557,1.4992,-0.3742,-0.0122,-0.7203,-1.0545,0.2805,0.0321,2.507,0.5041,-0.3321,-0.2852,-0.5442,1.4463,-0.2965,1.6308,-0.4692,2.0898,3.8787,0.5735,0.0673,1.5224,-0.6507,1.3001,1.6728,2.4277,0.8314,2.1978,ALL
-1.034,-0.5327,-0.0592,-0.4765,0.5185,0.4155,2.1306,0.9097,1.2636,-0.8597,2.0313,-0.9301,-0.4861,1.1,-0.1529,-0.576,1.4055,-0.7186,0.5283,-0.1229,-0.2401,-1.3215,-0.2052,-0.3176,0.071,0.6572,-0.5189,-0.9757,-1.2897,0.8267,1.0717,1.7491,0.2947,-1.2055,0.0305,-0.0746,-0.6244,0.1318,0.4367,-0.4536,-0.929,1.1901,-0.0599,-0.3076,1.3973,-0.4921,1.1191,1.7288,2.7852,0.0261,-0.8706,-1.5615,-0.4409,-0.277,-0.5437,-0.2586,-0.7982,1.1919,0.3734,0.9106,-0.9803,-0.9307,-0.6386,3.3264,0.4066,-0.3965,-0.992,0.416,1.3411,0.3475,0.1079,0.0915,-0.8516,0.1961,0.1938,-1.51,-0.6407,-0.8939,-0.2112,-0.2978,-0.8962,-0.6614,-0.5919,-1.1681,-0.5297,0.7655,-0.4425,0.4795,-0.5499,-0.4319,0.3731,-0.0965,-0.6974,-0.5824,-0.0968,1.16,0.0055,0.2412,-0.3772,1.6797,ALL
-0.6467,-0.5103,-0.7522,-0.562,0.5326,1.2897,0.2544,0.2363,-0.3646,-0.7019,0.6425,-0.4982,-0.3588,0.3803,-0.6719,-0.6342,0.8784,-0.3517,0.0592,0.8281,-1.4332,-0.6172,-0.715,-0.5218,-1.0426,0.162,-0.4381,-0.1004,-0.5906,-0.3507,0.6659,-0.2222,0.1716,-0.9818,0.747,0.2173,-0.8528,1.0507,0.5675,-0.3897,-0.1505,1.1567,-1.3526,-0.5526,0.0915,-0.7232,2.1612,-0.0904,3.2691,0.0357,-0.7169,-0.3573,-0.9215,-0.5571,-0.5789,-0.603,-0.717,0.1392,1.4666,0.2241,-0.7262,0.1921,1.763,-0.108,0.8117,-0.4994,-0.4286,0.2419,-0.9094,-0.4626,0.7872,1.1568,-0.3428,1.1166,0.7809,-0.3206,-0.018,-0.3155,-0.6569,-0.535,0.5808,-0.2095,-0.4449,-0.1201,-0.6174,-0.984,-0.8804,-0.2802,-0.43,0.0974,0.3628,1.5998,-0.5813,0.4508,0.1519,3.5878,-0.0947,-0.0755,1.2355,-0.2895,ALL
-0.8199,-0.5129,-0.7194,-0.5572,1.3156,0.1892,0.0847,0.208,1.5619,1.1803,0.7062,-0.7386,-0.6965,0.7665,-0.564,-0.4855,0.5718,-0.2969,0.5131,-0.2217,0.2134,-0.8337,0.325,-0.3304,-0.7903,0.0134,-0.1808,0.3499,-0.5218,0.7382,-0.3544,1.5535,0.6713,-0.3277,0.5451,-0.3343,-0.2912,0.0687,-0.2127,-0.2618,-0.6602,-0.292,-0.8923,0.3277,-0.0243,-0.4121,-0.2404,-0.5245,-0.227,-0.4209,-0.5182,-0.7582,-0.8621,0.3605,-0.5627,0.2549,-0.1555,-0.7137,0.6715,0.1915,-1.2061,0.9809,-0.1113,1.546,-0.8739,-0.3017,-0.3034,-0.0324,0.3897,0.1435,0.5059,0.499,-0.626,1.547,1.1591,-0.4417,-0.2872,-0.5726,-0.5769,0.2626,-0.112,0.6801,0.0017,-0.3632,-0.4596,-0.6346,-0.5609,-1.0612,-0.4765,0.1404,0.0143,0.5984,-0.4799,-0.2417,-0.8032,0.4793,0.0556,0.6936,0.2962,0.8948,ALL
-0.8768,-0.4897,-0.6319,-0.4587,1.0897,0.9755,3.0291,0.9693,1.96,-1.0309,0.6628,-0.6883,-0.6599,1.0388,-0.6862,-0.7979,0.7146,-0.242,0.3605,1.1719,-0.9981,-0.4299,-0.5894,-0.5343,-1.3205,1.1803,-0.4999,0.1058,-0.7283,0.8163,0.1905,0.2851,1.596,-0.7924,0.48,1.0808,-1.0709,0.0285,0.1637,-0.4708,-0.385,1.0757,-0.3635,-0.4555,2.3014,-0.6783,-0.2517,0.86,0.0966,-0.2277,-0.6577,0.4012,-1.0353,-0.5571,-0.5766,-0.5269,-0.8219,1.0865,1.0429,0.2979,-1.0461,-0.5508,0.0724,0.3027,-0.7114,-0.5558,-0.8384,-0.0078,2.3964,-0.7338,-0.1744,0.8973,-0.8653,1.7263,-0.7186,-1.1906,-0.2155,-1.3838,-0.7187,2.6118,-0.1273,2.3926,0.1186,-1.0459,-0.3627,-1.2004,-1.0126,0.5925,-0.4407,0.1813,-0.6827,0.5058,-0.8576,0.4235,-0.4036,1.9673,-0.1813,0.015,-0.1539,0.5669,ALL
-0.825,-0.4877,-0.656,-0.5285,0.2938,1.7127,0.4443,0.2718,3.079,-0.6558,1.7541,-0.1227,-0.8678,0.7117,-0.546,-0.6727,1.1621,-0.3474,-0.385,0.2831,-1.219,-0.7323,-0.5894,-0.548,-0.994,-0.6955,-0.4512,0.19,-1.0822,0.7508,-0.2848,-0.497,-0.1954,-0.14,0.1221,-0.1582,-0.7073,0.3719,-0.0819,-0.4545,-0.3349,0.4776,0.0772,-0.7823,1.1996,-0.3844,0.3041,-0.2335,-0.0303,-0.414,-0.4428,0.9502,-1.0099,-0.7648,-0.5525,-0.7621,0.1548,-0.4147,2.5285,0.6978,-1.0273,-0.527,0.3535,-0.548,-0.2748,-0.2877,-0.8611,0.3176,2.1433,-0.9853,2.2793,0.2907,-0.8282,0.0885,-0.684,-0.684,-0.2856,-1.2473,-0.8307,0.2918,-0.2186,1.3746,-0.5715,-0.0954,-0.2915,-0.1205,-0.9988,0.2372,-0.4483,2.4145,0.0348,0.1565,-0.4665,-0.4201,-0.7244,0.3891,1.609,1.4475,-0.2638,-0.1072,ALL
-0.7743,-0.5024,-0.8309,-0.5333,-0.0515,1.463,0.1802,0.3572,0.8913,-0.9899,0.5032,-0.6869,-0.7595,0.4922,-0.473,-0.7086,1.4011,-0.1592,-0.2687,0.3123,-1.0918,-1.1671,-0.6097,-0.5295,-0.854,-0.7589,-0.5262,-0.0583,-0.801,1.5122,-0.1747,0.988,-0.1568,-0.1329,0.0575,-0.2754,-0.7394,0.8308,-0.0503,-0.4912,-0.499,-0.7459,-0.53,-0.6775,0.9553,-0.6472,0.1671,-0.8578,0.0373,-0.2402,-0.3874,-1.1965,-0.9521,-0.5929,-0.5775,-0.7093,-0.3535,-0.8459,1.8223,0.7905,-0.7168,0.0859,0.4258,-0.618,0.1891,-0.1348,-0.6989,-0.354,-0.2244,-0.757,-0.4613,-0.1095,-0.6748,-0.3418,-0.6288,-0.5243,-0.1725,-0.187,-0.735,-0.5843,-0.8658,1.8408,-0.3842,-0.7598,-0.5803,-0.8848,-0.627,-0.5554,-0.4849,1.7065,-0.1395,-0.1785,-0.3718,-0.632,-0.7717,0.2715,-0.1312,0.2864,-0.0263,-0.0639,ALL
-0.7658,-0.5699,-0.6691,-0.502,0.2961,-0.5115,0.675,-0.0698,-0.3147,-0.9691,0.4323,-0.7427,-0.4407,0.6694,-0.6591,-0.6367,1.2742,-0.3152,-0.4575,-0.1522,-1.1336,-0.7661,-0.6319,-0.3778,-0.7486,0.114,-0.4375,-0.3571,-0.6633,0.1613,0.2079,0.7396,0.9272,-0.6769,-0.2465,-0.5874,-1.0743,2.1327,-0.263,-0.4402,-0.4786,-0.049,-1.1959,-0.3153,-0.4399,-0.6187,0.3607,-1.0507,-0.2123,0.1502,-0.353,-0.3004,-0.6855,-0.3253,-0.5368,-0.2521,-0.4451,-0.5752,-0.0241,0.0268,-0.952,-0.7943,0.3423,1.8394,-0.5122,-0.557,-0.8469,-0.4638,3.0042,-0.9297,1.2265,-0.7728,-0.8028,0.244,1.7433,-0.4472,0.0488,-0.3959,-0.7995,-0.5684,-0.7744,0.3947,-0.4689,-1.0329,-0.4967,-0.9254,-0.8418,-0.8162,-0.4289,-0.2334,0.3526,0.0781,-0.564,-0.5007,-0.8378,-0.1085,-0.4728,-0.279,-0.5616,0.3717,ALL
-0.5004,-0.4868,-0.6276,-0.5478,-0.2294,-0.5924,0.4831,-0.8671,-0.3061,-0.7195,-0.6503,-0.7586,-0.738,0.0828,-0.6392,-0.6925,0.0759,-0.7982,1.1061,-0.6277,-1.2173,-0.3376,-0.4712,-0.5469,-0.4604,0.8909,-0.4509,-0.7948,-0.4357,-0.5506,0.2311,0.0843,0.4178,-0.449,-1.1485,-0.4218,-1.2384,-0.0548,-0.7491,-0.4476,-0.3813,-0.5756,-0.2852,-0.6306,-0.2623,-0.4333,-0.4062,-1.3204,0.7514,0.6469,-0.6109,-1.0634,-0.5462,-0.6418,-0.123,-0.708,-0.0801,0.4004,0.7239,-0.7284,-0.3311,2.1573,-0.2699,0.2643,-0.4976,-0.4289,-1.0574,-0.8194,0.7363,-0.6051,-0.5545,-0.7491,-0.7578,-0.3538,0.9649,-0.7886,-0.1375,-0.7011,0.3617,0.4104,0.7711,-0.4188,-0.3571,-0.4374,-0.2719,-1.338,-0.5774,0.8375,-0.1985,0.4132,-0.5905,-1.0872,-0.3985,-0.9231,-0.8883,-0.8398,-0.5138,0.0376,-0.5261,-0.1772,ALL
-0.5528,-0.4848,-0.409,-0.4668,0.3944,-0.2734,1.2122,-0.0106,-0.4156,-0.6462,-0.0218,-0.5877,-0.4659,0.3656,-0.9105,-0.5735,-0.0471,-0.7089,0.5912,0.3782,-0.6233,0.2361,-0.5746,-0.4749,-0.3469,1.544,-0.5242,-0.1172,0.3954,0.3967,1.0948,-0.0372,1.4656,-0.4114,-0.6339,1.0833,-0.8934,-0.6538,0.0905,-0.4824,-0.5045,0.0523,0.1163,-0.7735,-0.4437,0.1202,0.4748,1.1562,0.5611,-0.2181,-0.6691,-0.2286,-0.6447,-0.775,-0.533,-0.7758,-0.5736,2.0353,0.3839,0.8128,0.6192,1.413,-0.2017,0.4403,0.5051,-0.5346,-0.5453,-0.6511,1.3246,-0.4046,-0.1264,0.1719,-0.7002,-0.2223,0.9693,-0.5078,-0.3174,-0.7493,0.0741,2.1132,4.1286,-0.0192,-0.2229,0.872,-0.2884,-0.5714,-0.459,0.6972,-0.4365,0.4118,-0.8365,-1.212,-0.4252,-0.3854,-1.1837,-0.501,-0.4455,0.5353,0.7074,1.2326,ALL
0.3094,-0.4463,-0.75,-0.5145,3.3933,1.2124,1.0744,1.472,0.9613,-0.3501,2.0863,-0.162,-0.3954,-0.715,-0.5368,-0.6888,0.8842,0.1044,1.2243,0.6964,-0.2986,-0.2243,-0.3437,-0.5107,-0.3238,0.2471,-0.4589,1.0443,-0.3123,-0.2079,1.1818,-0.3121,0.4685,-0.3646,2.7522,0.9319,-0.8511,1.014,1.1359,-0.3999,-0.0078,2.2671,0.1065,-0.3111,1.1203,0.0631,1.906,0.581,0.2569,0.6772,-0.1658,-0.7552,-0.8468,-0.1878,-0.533,-0.3024,-0.5416,0.114,1.9322,1.4444,0.3934,1.1275,4.1604,0.6141,1.2814,-0.3181,0.1063,1.5246,-0.7993,-0.8311,2.1072,2.3719,2.0791,1.6187,-0.6001,0.8138,0.4517,1.4837,0.42,0.291,0.1316,1.2224,-0.3959,0.7147,-0.5627,0.3168,-1.0456,2.2968,-0.4052,0.6738,0.9881,1.1259,0.1821,0.9984,0.6016,0.297,1.2765,0.9122,0.7109,-0.5041,ALL
-0.5653,-0.4744,-0.3609,-0.5687,0.9013,2.3718,0.5882,1.4775,0.6993,-0.3994,1.5909,-0.337,-0.3412,1.0989,-0.3574,-0.6479,2.1685,-0.5034,0.3453,0.6708,-0.6935,-0.0946,-0.5081,-0.4002,0.1937,0.4003,-0.5098,1.7514,0.2414,2.2568,1.6397,0.153,0.5361,0.1289,1.1285,1.2902,-0.6075,3.7413,0.9297,-0.4119,-0.1375,1.4593,-0.4908,-0.6057,1.1707,0.6068,1.6088,-0.7385,2.3007,0.7448,-0.1467,-0.2466,-0.373,-0.6046,-0.5522,-0.5906,0.0076,0.2021,1.0691,1.2367,-0.1147,1.6144,1.2467,0.6953,1.7683,-0.1896,0.001,0.819,-0.1771,-0.101,2.0338,0.8224,0.1504,-0.0788,2.7153,0.1145,-0.6009,-1.432,0.5843,0.2484,0.5427,4.1716,-0.0693,0.846,-0.3183,0.1748,-0.616,1.9525,-0.4514,2.4554,0.086,0.4523,0.102,-0.1067,-0.3445,0.614,1.7366,2.6916,2.1323,0.6767,ALL
0.6055,-0.4367,-0.3718,-0.1972,-0.1112,-0.2522,-0.7133,-0.714,-0.8468,0.3281,-0.7086,0.2259,0.8468,-0.6991,-0.1177,-0.6429,-0.6169,-0.426,-0.1238,-0.6935,-0.6417,0.6736,-0.8369,-0.5427,-0.3886,1.1339,-0.4693,-0.6727,1.2963,-0.6245,-0.5225,-1.1471,-0.7217,0.641,-0.6416,2.2508,-0.5213,-0.5745,-0.579,-0.3355,0.1349,-0.771,-0.7944,-0.0478,-0.7685,0.3349,-0.3099,-0.3753,-0.6175,0.2261,-0.1037,-0.6205,0.0686,0.0077,0.4746,-0.0005,0.0312,0.3721,-1.086,-1.3599,0.1582,-0.8329,-0.5538,0.0319,1.6462,-0.2524,-0.7189,-0.8308,-0.9567,1.1425,-0.626,0.8681,-0.4756,-0.3179,-0.7068,-0.5243,-0.3668,-0.9019,0.1857,-0.5534,-0.2491,-0.2142,0.0364,0.3181,1.2027,-0.8172,0.1607,0.4679,0.0919,0.3709,-0.8365,-1.2334,-0.3638,-0.3879,0.5543,-0.9541,-0.1312,-0.0905,-0.5084,-0.6526,ALL
-0.2903,-0.5007,-0.5642,-0.4823,-0.2376,0.1016,-0.4034,-0.1243,-0.3303,-0.4221,-0.2324,-0.4424,-0.704,2.5519,-0.8334,-0.6566,-0.0031,-0.5917,-0.3107,0.1806,-0.4291,-0.6336,0.0128,-0.1614,-0.5414,-0.2745,-0.2592,-0.98,-0.561,-0.012,-0.7891,0.3063,-0.0167,-0.6967,-0.7235,-0.1556,-0.8815,0.8026,-0.3869,-0.4078,-0.1273,0.3609,-0.5887,0.0353,-0.426,-0.4431,-0.1388,-0.2918,-0.5089,-0.6306,-0.353,1.3631,-0.4952,0.3861,-0.5737,0.4288,-0.387,-0.2322,-0.4478,0.3271,-1.1214,-0.6178,2.0524,-0.9339,-0.5065,-0.23,-1.0745,-0.4543,-0.2408,-0.8439,-0.4811,-1.2278,-0.709,-0.1745,-0.1697,-0.1664,-0.3827,-1.0786,-0.6483,-0.9542,-0.7059,-0.8754,-0.3332,-0.713,-0.4905,-0.7202,-0.7261,-0.4472,-0.4872,-0.2437,-0.8878,0.1102,-0.0435,-0.212,1.6514,0.5648,-0.5913,-1.1611,-0.2567,-0.5567,ALL
